Age,Flight Distance,Ease of Online booking,Seat comfort,Inflight entertainment,Baggage handling,Checkin service,Gender,Customer Type,Type of Travel,satisfaction
41,783,2,3,3,4,3,0,0,1,0
60,2801,0,3,3,5,3,1,0,1,1
47,226,3,5,5,5,4,1,0,1,1
22,1118,5,3,3,5,3,1,1,1,1
36,3338,3,4,3,3,4,1,0,1,0
48,3806,1,4,4,4,3,1,0,1,1
28,1889,3,2,2,3,4,0,0,1,0
10,241,2,1,1,1,3,1,0,0,0
38,899,4,2,1,1,3,0,0,1,0
57,224,2,4,4,4,3,0,0,0,0
34,1982,4,4,4,4,1,0,0,1,1
68,304,2,5,5,4,4,0,0,0,0
43,126,3,3,3,1,1,0,1,1,0
44,1512,0,4,5,5,4,1,0,1,1
39,557,2,1,1,3,1,1,1,1,0
43,1617,2,4,4,4,3,1,0,1,1
29,667,5,3,4,5,3,0,0,1,1
50,197,3,1,1,2,3,1,0,0,0
29,1609,4,4,4,5,4,1,1,1,1
70,991,4,5,1,1,3,1,0,0,0
35,222,0,5,2,4,5,1,0,0,0
21,377,5,4,4,5,5,0,1,1,1
17,331,4,4,4,3,2,0,1,0,1
35,301,1,3,2,4,4,1,0,0,0
40,503,5,3,3,3,4,0,0,1,0
46,403,2,5,5,5,4,0,0,1,1
52,266,3,4,4,3,5,0,0,0,0
39,1012,1,4,4,4,5,1,0,1,1
39,356,0,2,2,3,2,1,0,0,1
22,119,0,4,4,5,4,1,1,1,1
44,328,4,4,5,5,1,1,0,1,1
11,600,1,4,4,2,1,1,0,0,0
42,672,4,3,4,4,4,1,0,0,0
42,236,3,5,5,2,3,0,0,0,0
39,101,5,2,2,5,3,1,0,0,1
44,797,1,3,4,4,2,1,0,1,1
59,2684,4,5,4,4,4,1,0,1,1
64,868,5,4,2,2,3,1,0,1,0
20,551,3,1,3,2,1,0,0,0,0
17,102,1,5,5,1,4,1,0,0,0
55,1501,4,5,5,5,5,1,0,1,1
39,1972,5,4,5,5,3,1,0,1,1
60,3144,5,2,3,3,4,0,0,1,0
59,2307,2,3,3,3,2,0,0,1,0
44,697,2,4,4,4,1,1,1,1,0
55,2205,5,5,3,3,5,1,0,1,1
50,266,1,3,1,1,1,1,0,1,0
46,373,4,2,3,3,4,1,0,1,0
47,358,3,3,2,2,1,1,0,1,0
35,405,1,3,1,1,4,0,0,1,0
36,1204,4,3,3,3,1,1,0,1,0
40,1069,4,4,5,5,5,1,0,1,1
60,2815,4,4,5,5,3,0,0,1,1
39,453,5,2,2,5,3,1,1,1,1
39,3473,1,4,4,4,3,0,0,1,1
44,362,2,4,4,4,4,0,0,1,1
53,227,3,5,1,1,3,1,0,0,0
9,569,4,1,1,4,5,1,0,0,0
39,1201,3,2,2,3,1,1,1,1,0
37,280,1,1,1,3,2,1,1,1,0
29,621,3,1,1,5,5,1,0,0,0
46,2409,3,1,3,3,4,1,0,1,1
37,2943,1,4,5,5,3,1,0,1,1
27,645,3,4,4,5,4,0,0,0,0
46,3494,2,2,4,4,4,0,0,1,1
51,1390,2,5,4,4,5,0,0,1,1
20,1119,4,1,1,5,4,0,0,0,1
26,594,3,3,3,4,5,1,0,1,1
63,996,1,4,3,3,4,1,0,0,0
38,669,1,4,5,5,5,0,0,1,1
56,3504,4,5,4,5,5,1,0,1,1
23,1195,2,5,5,3,5,0,1,1,0
48,453,2,4,4,4,3,0,0,1,1
45,3813,4,4,5,5,5,1,0,1,1
45,1744,3,4,4,4,2,0,0,1,0
44,1587,3,4,4,4,5,0,0,1,1
48,788,5,2,3,3,2,1,0,1,1
26,216,1,4,4,3,2,1,1,1,0
19,1166,2,3,3,5,3,1,0,0,0
56,1874,2,5,5,4,3,0,0,0,0
44,3958,3,3,4,4,4,1,0,1,1
28,3380,3,4,4,3,4,0,0,1,1
68,1726,3,4,3,2,3,1,0,0,0
25,387,3,5,5,5,1,1,0,1,1
43,1114,3,4,4,2,2,0,0,1,1
66,285,2,4,1,1,4,1,0,0,0
27,270,3,4,4,4,5,1,1,1,0
45,759,4,4,1,1,4,1,0,0,0
52,731,5,4,4,4,4,1,0,1,1
39,1763,1,4,4,4,4,0,0,1,1
40,913,2,3,3,5,3,0,0,0,0
23,2793,2,4,4,5,3,0,0,1,1
54,632,3,3,3,5,3,1,0,1,1
55,1200,1,4,2,5,1,1,0,0,0
26,812,3,1,3,4,4,1,0,1,0
45,2487,3,5,5,5,3,0,0,1,1
44,580,3,2,2,2,3,0,0,1,0
41,1926,4,4,4,4,3,1,0,1,1
70,258,2,5,4,4,1,0,0,0,0
37,455,3,4,4,3,1,1,1,1,0
31,2177,3,5,5,5,4,0,0,1,1
35,1298,1,4,3,2,5,1,0,0,0
51,930,1,3,4,2,3,0,0,1,0
8,765,3,5,3,5,5,0,0,0,0
24,2583,3,4,4,5,3,0,0,0,0
59,845,2,1,1,5,5,0,0,0,0
19,335,4,1,4,3,1,0,0,1,0
58,1746,5,5,5,5,3,0,0,1,1
47,3939,2,1,2,2,3,1,0,1,0
40,1590,5,4,4,4,5,0,0,1,1
37,2965,3,5,5,5,3,0,0,1,1
32,3803,2,3,3,2,4,0,0,1,0
36,898,3,5,5,5,5,0,0,1,1
35,158,0,4,4,4,5,1,0,0,0
65,3743,3,3,1,1,1,0,0,1,0
62,621,3,5,5,5,4,0,0,0,0
57,2607,1,4,4,4,4,1,0,1,1
50,2168,3,5,5,5,4,0,0,1,1
32,3999,4,5,5,4,3,1,0,1,1
20,427,3,1,1,4,3,1,0,1,0
38,101,2,3,3,5,3,1,0,0,0
50,2342,3,4,5,1,3,1,0,0,0
32,403,4,5,4,4,4,1,1,1,0
23,961,4,5,5,4,5,0,1,1,1
9,370,1,3,3,3,1,1,0,0,0
55,1973,2,5,5,5,3,0,0,1,1
37,299,3,3,1,3,3,1,1,1,0
42,3262,4,5,2,2,3,1,0,1,1
35,2479,1,4,4,4,3,1,0,1,1
55,1014,2,5,5,2,2,0,0,1,1
30,238,4,4,4,1,4,1,0,1,1
38,1121,2,4,5,4,3,1,1,1,0
16,612,3,1,1,4,5,1,1,1,0
42,1145,1,3,3,5,4,0,0,1,1
60,745,5,5,4,5,4,1,0,0,1
43,1013,3,3,4,1,4,0,0,0,0
25,448,4,4,3,3,4,1,0,1,0
57,2720,4,5,3,3,5,0,0,1,1
26,834,4,5,5,3,3,0,0,0,0
39,739,2,3,2,2,3,1,1,1,0
36,447,5,1,4,4,3,1,0,1,1
50,751,1,4,4,4,4,1,0,1,1
19,991,4,3,5,5,4,0,1,1,1
46,3886,4,4,4,4,4,1,0,1,1
12,1020,4,3,3,2,4,1,0,0,1
45,3556,1,4,5,5,5,0,0,1,1
38,253,3,5,5,3,5,0,0,1,1
39,3171,3,3,2,2,3,0,0,1,0
56,2589,3,4,3,3,3,0,0,1,0
37,177,4,5,5,5,1,1,0,1,1
44,871,3,1,2,2,5,0,0,1,1
17,292,3,3,4,3,2,0,0,1,1
36,274,3,2,2,4,1,1,1,1,0
59,641,1,1,1,3,2,0,0,1,0
28,1379,2,2,5,4,4,1,0,0,0
64,602,3,3,2,3,1,1,1,1,0
8,1035,2,5,5,3,4,0,0,0,0
17,427,1,3,3,3,1,0,0,1,0
54,1126,1,4,4,4,5,1,0,0,0
59,419,4,5,5,2,5,0,0,1,1
30,235,4,1,1,5,3,1,1,1,1
41,1164,5,4,1,1,5,1,0,0,0
9,501,3,4,4,5,3,0,0,0,0
31,2808,2,5,5,2,1,0,0,1,1
40,2139,4,4,4,4,5,1,0,1,1
59,1440,4,4,4,4,5,1,0,1,1
57,3612,1,2,1,1,1,1,0,1,0
67,603,4,2,4,4,2,1,0,1,0
28,925,4,5,5,5,5,0,0,0,0
48,2634,5,2,4,4,5,1,0,1,1
58,175,1,5,5,4,4,0,0,0,0
57,2466,3,4,2,4,4,0,0,1,1
10,2106,4,4,4,3,4,0,0,0,1
40,2334,1,5,5,5,3,0,0,1,1
26,147,1,4,4,1,5,0,1,1,0
49,584,5,3,5,5,3,0,0,0,1
59,127,3,1,1,4,3,0,0,0,0
17,236,1,3,3,2,3,1,0,0,0
48,950,4,4,4,3,4,0,0,1,0
50,3883,3,3,2,2,3,0,0,1,0
29,413,4,4,4,2,2,1,0,1,1
56,2772,2,4,3,3,4,0,0,1,1
18,1598,1,1,1,5,4,0,0,0,0
28,1303,2,2,2,2,3,1,0,0,0
25,601,4,3,2,4,5,1,1,1,1
45,670,2,3,3,4,4,0,0,0,0
43,2435,5,4,5,5,4,1,0,1,1
27,411,4,2,2,4,4,1,0,0,0
41,335,2,5,5,5,4,0,0,0,0
30,404,1,2,2,2,2,0,0,0,1
11,599,5,2,2,5,2,1,1,1,1
47,676,1,5,5,4,1,0,0,1,1
37,499,4,5,5,1,4,0,0,1,1
26,1035,5,4,2,5,4,1,0,1,1
23,466,2,5,5,3,4,0,1,1,0
15,248,3,5,5,5,3,0,0,0,0
60,1075,0,4,2,2,5,1,0,0,1
52,2454,5,5,4,5,5,1,0,1,1
24,644,5,5,5,5,4,1,0,1,1
28,528,4,5,5,4,3,0,0,1,1
30,421,1,4,4,5,5,1,0,0,0
10,2631,5,5,5,3,2,1,0,1,1
56,853,2,4,2,2,5,1,0,0,0
39,936,3,3,3,4,5,0,1,1,0
61,319,5,3,3,3,2,0,0,1,0
49,1011,2,4,4,2,1,0,0,0,0
39,1546,3,4,5,5,4,0,0,1,1
25,634,1,5,5,2,5,1,1,1,0
40,163,4,1,1,2,5,0,1,1,1
23,723,1,1,1,3,2,0,1,1,0
61,479,1,4,5,5,2,1,0,1,1
50,1958,3,5,4,4,3,0,0,1,1
23,226,4,3,3,5,4,1,1,1,1
39,247,2,2,2,4,4,1,1,1,0
55,109,3,5,4,1,2,0,0,0,0
20,909,4,5,5,4,4,1,1,1,1
58,139,2,5,5,5,5,0,0,0,0
67,481,4,3,3,1,1,0,0,0,0
44,701,3,4,4,5,4,0,0,0,0
47,481,4,3,4,4,3,0,0,1,0
49,3491,4,1,4,4,4,0,0,1,1
23,566,2,5,5,2,4,0,1,1,0
47,802,3,4,4,4,3,1,0,1,1
27,2748,4,2,2,2,2,0,0,1,0
11,645,2,2,2,4,4,1,0,0,0
39,266,1,4,4,4,1,0,0,0,0
63,175,3,4,4,2,3,0,0,1,0
66,212,1,3,4,4,1,1,0,1,0
42,399,2,5,5,5,4,1,0,1,1
41,591,1,5,3,3,5,0,1,1,0
59,333,4,5,5,5,4,1,0,1,1
49,184,2,2,2,5,4,0,0,0,0
44,351,1,4,5,5,1,1,0,1,1
34,1471,5,5,4,4,3,1,0,1,1
41,834,4,5,5,5,4,1,0,1,1
39,448,5,4,4,1,2,1,0,1,1
59,1190,3,5,2,2,4,1,0,0,0
59,214,1,4,3,3,1,1,0,1,0
26,679,4,1,1,4,5,1,1,1,1
32,2000,2,4,4,3,1,1,0,1,1
30,620,0,3,4,1,4,1,1,1,1
49,782,1,4,4,4,1,1,0,1,1
24,1874,2,4,4,3,1,0,0,1,1
60,1789,5,5,2,2,5,0,0,1,1
47,1911,4,5,3,3,5,1,0,1,1
25,1389,1,2,2,4,4,1,1,1,0
59,200,2,2,2,3,3,0,0,0,0
41,537,4,5,5,4,5,0,1,1,0
19,1084,2,1,1,4,4,0,0,0,0
34,522,2,3,1,3,3,0,1,1,0
15,1170,4,2,2,3,1,0,1,1,0
51,284,2,3,4,4,1,1,0,1,1
28,3016,1,4,4,5,3,1,0,1,1
52,589,4,2,3,3,2,0,0,1,0
54,190,3,4,3,4,5,1,1,1,0
46,979,5,3,3,3,1,1,0,1,0
37,1325,1,2,2,2,1,1,0,0,0
59,429,0,3,3,3,1,1,0,0,1
67,280,1,5,5,3,5,0,0,1,1
34,1871,4,4,5,5,3,1,0,1,1
37,967,4,1,1,2,4,1,1,1,0
21,809,1,1,1,4,3,0,1,1,0
42,369,1,3,3,3,2,1,0,1,0
61,409,2,3,3,2,4,0,0,0,0
52,2382,3,5,5,5,4,1,0,1,1
30,1136,1,5,5,4,5,0,1,1,1
20,802,3,3,3,3,2,0,1,1,0
55,3675,5,5,5,4,4,1,0,1,1
20,1246,5,5,5,5,3,1,1,1,1
25,814,4,4,4,5,3,0,1,1,1
34,116,4,4,4,1,5,0,0,1,1
30,680,3,4,4,4,1,0,0,1,0
52,631,4,5,4,4,4,0,0,1,1
43,101,4,2,4,4,2,0,0,1,1
35,3066,3,4,3,3,5,1,0,1,1
44,515,5,1,1,2,4,0,0,1,0
51,2454,4,4,4,4,4,0,0,1,1
51,3959,5,4,3,3,3,0,0,1,1
58,617,3,2,2,5,4,0,0,0,0
25,391,4,1,1,4,5,1,1,1,0
52,2580,2,2,3,3,2,0,0,1,0
70,373,4,2,4,4,4,1,0,0,0
41,402,2,1,1,1,2,0,1,1,0
34,373,0,2,2,4,4,0,0,0,1
47,2611,4,4,2,3,4,1,0,1,1
50,395,4,4,2,2,4,0,0,1,1
77,229,5,3,3,3,2,1,0,1,0
49,449,1,3,2,2,3,1,0,1,0
48,2534,5,5,3,3,4,1,0,1,1
55,628,1,5,4,4,5,1,0,1,1
51,794,4,4,4,4,5,0,0,0,0
39,1903,4,4,4,4,4,0,0,1,1
50,3031,1,4,4,4,4,1,0,1,1
37,612,5,2,2,3,3,1,0,1,0
52,414,2,2,5,4,5,1,0,0,0
62,912,3,4,1,1,1,1,0,0,0
27,1440,4,2,3,5,3,0,1,1,1
65,134,3,1,1,4,3,0,0,0,0
33,102,4,4,4,3,2,0,0,1,1
23,109,3,5,4,3,1,1,1,1,0
45,145,4,4,4,2,2,0,0,1,1
48,1235,3,1,4,2,5,0,0,0,0
14,387,4,4,4,4,4,1,0,0,0
24,1197,4,5,5,4,2,0,0,1,0
44,2306,3,2,2,1,2,1,1,1,0
22,253,5,2,3,4,3,1,1,1,1
32,859,3,5,5,3,4,0,0,0,0
40,209,2,3,3,3,5,0,0,0,0
45,541,4,2,2,5,3,0,0,0,0
22,533,0,3,3,4,5,1,1,1,1
46,406,4,5,5,4,2,1,1,1,0
24,479,3,2,4,1,4,0,0,1,0
31,2295,2,5,5,4,4,0,0,1,1
45,1737,0,5,1,1,3,0,0,1,1
63,2009,3,2,2,2,3,0,0,1,0
46,3462,5,5,5,5,1,0,0,1,1
24,1180,4,4,4,1,4,1,1,1,1
38,1984,5,3,1,1,1,0,0,1,0
35,2288,2,3,3,4,2,1,0,0,0
47,526,2,5,3,5,5,0,0,0,0
32,951,3,2,2,4,2,1,0,0,0
48,3237,4,3,3,3,4,0,0,1,0
70,600,2,4,4,5,5,0,0,0,0
67,447,4,3,2,4,5,0,0,0,0
38,235,3,5,5,3,3,1,1,1,0
49,2472,1,3,3,3,1,0,0,1,0
27,425,0,3,3,1,4,1,0,1,1
19,1206,4,5,5,4,5,1,1,1,1
29,599,5,2,2,5,4,1,0,0,1
30,3294,4,4,4,5,4,1,0,1,1
60,1222,3,1,4,4,5,1,0,1,1
33,346,1,5,5,4,3,0,0,0,0
43,302,5,3,3,4,4,0,0,1,0
43,2133,5,3,3,2,3,0,0,1,0
57,259,4,4,3,3,2,1,0,1,1
22,936,3,2,1,4,4,0,1,1,0
58,2502,3,4,5,5,4,0,0,1,1
49,1524,5,4,4,4,3,0,0,1,1
59,170,0,4,5,5,3,1,0,0,1
58,967,2,5,3,3,4,0,0,1,1
39,328,1,1,1,1,3,0,1,1,0
28,311,3,1,1,5,5,1,0,0,0
23,197,0,5,5,5,5,1,1,1,1
31,238,4,4,4,3,3,1,0,1,1
14,509,4,1,3,5,3,0,0,0,1
43,1664,2,4,4,4,3,0,0,1,1
36,2442,2,3,4,5,3,0,0,0,0
35,341,5,4,4,2,1,0,0,1,1
55,1120,5,4,4,4,5,1,0,1,1
13,563,2,2,2,5,3,0,0,0,0
47,495,2,5,5,2,5,1,1,1,0
39,1117,4,5,5,5,1,1,1,1,1
52,342,5,3,2,2,4,1,0,1,0
56,683,2,3,3,5,4,0,0,0,0
40,192,2,1,5,4,5,0,0,0,0
48,447,3,4,5,5,4,0,0,1,1
61,86,1,5,5,4,5,0,0,0,0
43,546,1,3,3,3,2,1,1,1,0
42,762,5,5,5,5,3,0,0,1,1
49,349,5,1,4,3,1,0,0,1,0
40,728,3,5,4,4,4,1,0,1,1
45,2385,2,4,4,4,4,1,0,1,1
45,3395,3,5,5,5,5,1,0,1,1
13,237,3,5,5,5,4,0,0,0,0
25,1371,1,2,2,4,4,0,0,1,0
55,2562,1,4,4,4,4,0,0,1,1
27,853,4,3,5,1,4,0,1,1,1
43,691,4,4,2,2,3,0,0,1,0
60,129,4,3,2,2,4,1,0,1,0
48,3311,5,5,5,5,5,0,0,1,1
11,1521,4,4,4,3,3,1,0,0,1
59,564,4,4,4,4,5,0,0,1,1
36,944,4,5,4,4,4,1,0,1,1
28,1010,5,5,5,2,4,0,0,1,1
40,414,2,2,2,3,4,1,0,0,0
24,726,5,5,5,4,4,1,0,1,1
38,921,4,2,2,5,4,1,1,1,1
19,369,5,1,2,3,3,1,0,0,0
49,721,4,5,2,2,3,1,0,1,1
32,529,5,5,5,3,5,0,1,1,0
24,3619,4,1,1,3,3,1,0,1,0
27,2125,4,3,3,5,4,0,0,1,1
30,2525,3,2,2,4,3,1,0,1,1
8,574,2,4,4,3,1,0,1,1,0
29,2475,2,3,3,2,4,1,0,1,0
41,1067,2,4,2,2,3,1,0,1,1
38,311,3,2,2,4,1,1,0,1,0
32,2611,3,5,5,4,1,0,0,0,0
57,67,1,4,5,5,4,1,0,0,0
61,2446,0,4,4,1,3,0,0,1,1
55,2586,2,5,5,5,5,1,0,1,1
22,1955,3,2,2,3,4,1,0,1,0
39,1337,2,5,5,5,4,0,0,1,1
27,813,4,5,5,3,4,0,0,0,1
44,1592,4,5,4,4,5,0,0,1,1
28,134,2,3,3,3,2,1,0,0,0
64,1598,4,2,2,4,5,0,0,0,0
40,373,3,1,1,4,4,0,1,1,0
49,349,0,5,5,5,5,1,0,1,1
42,273,2,5,5,3,1,0,0,0,0
16,641,4,4,4,3,3,1,1,1,0
22,717,2,4,4,5,3,1,1,1,0
35,447,1,5,5,5,3,0,0,0,0
40,848,2,2,1,4,3,0,0,0,0
53,758,4,2,2,3,3,0,0,1,0
38,255,2,5,5,4,1,1,1,1,0
24,1192,1,1,1,4,5,0,0,0,0
14,486,4,3,3,1,1,0,0,0,0
50,2926,5,5,5,5,3,0,0,1,1
53,122,5,3,2,3,2,1,0,1,0
48,2393,4,5,2,2,5,1,0,1,1
31,1117,2,1,2,3,3,0,1,1,0
50,2973,2,3,2,4,4,1,0,1,0
63,1197,0,2,2,5,4,0,0,0,0
38,630,4,2,2,5,5,1,0,0,0
41,2586,1,3,2,2,1,1,0,1,0
61,606,2,1,3,5,4,0,0,0,0
8,570,3,3,3,4,5,0,0,0,0
30,1448,4,4,4,1,2,1,0,1,1
22,755,4,3,3,4,4,1,1,1,1
54,214,4,5,5,4,5,1,0,1,1
46,680,4,5,4,4,3,0,0,1,1
45,646,4,4,2,1,4,1,0,0,0
35,151,5,2,2,3,3,0,0,1,0
54,646,5,3,3,3,4,0,0,1,0
56,227,2,5,4,4,5,1,0,1,1
68,164,0,4,2,1,5,1,0,0,1
45,756,4,5,5,5,5,1,0,1,1
51,413,1,4,5,5,4,0,0,1,1
52,2475,2,1,3,4,1,1,0,1,0
40,705,4,5,5,3,5,1,1,1,0
26,223,3,1,1,3,3,1,1,1,0
57,373,3,3,5,5,1,1,0,0,0
49,964,4,4,5,5,4,1,0,1,1
17,1076,1,3,5,3,1,1,0,1,1
20,1983,2,5,5,4,4,0,0,1,1
24,1258,3,3,3,5,4,0,1,1,0
45,907,4,5,5,5,3,1,0,1,1
39,2449,4,5,5,5,2,1,0,1,1
61,404,3,2,2,5,3,0,1,1,0
36,2075,4,3,4,4,3,0,0,1,1
58,1337,4,5,4,4,5,0,0,1,1
39,209,2,2,2,5,5,1,1,1,0
54,990,2,4,2,2,5,1,0,0,0
43,2369,1,5,4,4,4,0,0,1,1
40,2697,5,1,5,5,3,0,0,1,1
24,763,5,1,1,3,3,1,1,1,1
26,395,2,4,4,3,4,0,1,1,0
40,602,5,4,5,5,4,0,0,1,1
36,1084,3,4,4,4,4,0,0,0,0
68,1028,1,4,4,5,3,1,0,0,0
28,1413,4,2,2,3,4,1,1,1,0
44,1853,1,4,4,4,5,0,0,1,1
27,1294,3,2,2,4,5,1,0,0,0
45,315,5,4,5,5,3,1,0,1,1
24,737,4,4,3,4,5,0,0,0,1
46,814,3,4,4,4,3,1,0,0,0
51,1050,2,4,5,5,3,1,0,1,1
57,1844,5,5,4,4,3,0,0,1,1
57,328,0,5,3,4,4,0,0,1,1
50,1033,4,2,3,3,1,1,0,0,0
61,2932,1,3,3,3,3,1,0,1,0
14,758,3,3,3,4,2,0,1,1,0
19,782,3,4,2,3,1,0,1,1,0
36,597,2,3,3,4,3,1,0,0,0
62,1779,1,4,4,4,4,1,0,1,1
34,259,5,5,5,1,5,0,0,1,1
24,965,1,1,2,2,1,0,0,1,0
59,1736,0,4,5,5,4,1,0,1,1
62,2356,3,4,4,4,2,1,0,1,1
13,1315,4,4,4,4,3,1,1,1,1
66,404,2,4,5,5,4,0,0,1,1
31,376,2,5,5,5,3,1,0,0,0
20,226,3,1,1,5,3,1,0,0,0
25,997,2,2,2,5,4,0,1,1,0
50,227,0,5,5,5,5,0,0,1,1
58,3950,3,5,4,4,4,0,0,1,1
58,224,4,4,3,3,4,1,0,1,0
35,406,3,5,5,4,3,0,0,1,1
32,2420,4,4,4,5,3,1,0,1,1
30,1746,2,1,3,3,4,1,1,1,0
35,599,3,1,1,5,5,0,0,0,0
35,1558,3,4,4,4,3,0,1,1,0
59,1670,5,1,1,2,4,0,0,1,0
51,2139,4,2,2,5,5,0,0,1,1
44,436,1,3,3,4,1,0,0,1,0
47,252,3,4,4,5,3,0,0,0,0
55,1795,5,5,4,5,3,0,0,1,1
22,651,3,4,4,4,5,0,0,1,1
49,1028,3,4,4,4,4,1,0,1,1
35,1464,3,1,1,4,3,0,0,0,0
49,2586,2,2,1,1,4,0,0,1,0
27,3414,5,5,4,4,5,0,0,1,1
37,844,1,1,1,4,3,0,0,1,0
25,612,1,3,1,4,3,1,1,1,0
49,2357,2,4,4,4,5,0,0,1,1
60,110,4,5,5,4,1,0,0,0,0
24,474,1,5,5,1,3,0,0,1,1
41,1024,3,1,1,3,3,0,0,1,0
10,1124,3,5,5,1,4,1,0,0,0
60,1005,2,1,3,3,4,1,0,0,0
52,1774,3,5,4,4,3,1,0,1,1
58,3236,1,4,4,4,2,0,0,1,1
42,967,3,2,2,1,1,1,1,1,0
50,2475,5,4,4,4,4,1,0,1,1
52,3286,4,3,3,3,4,0,0,1,0
47,738,2,3,3,3,3,0,0,0,0
32,347,1,1,1,4,4,0,0,0,0
39,772,2,3,3,4,4,0,0,0,0
18,355,3,4,4,4,4,0,0,0,0
53,1440,2,5,5,5,3,1,0,1,1
42,1357,1,4,5,5,2,1,0,0,0
39,483,2,3,3,3,3,1,1,1,0
24,669,1,4,2,3,1,1,0,1,0
42,476,2,2,3,3,1,1,0,0,0
33,2076,0,4,4,3,2,0,0,1,0
33,2143,4,1,2,4,1,1,0,1,0
34,2329,1,3,3,4,4,0,1,1,0
41,308,4,5,4,4,1,0,0,1,1
39,175,5,4,4,3,1,1,0,1,1
57,1940,4,4,2,3,4,0,0,1,0
18,1440,1,1,2,1,3,0,0,0,0
29,641,1,5,5,5,3,0,0,0,0
38,646,2,1,3,5,3,0,1,1,0
16,134,0,3,3,3,4,0,0,0,0
26,134,4,3,3,3,3,0,0,0,0
49,2704,2,2,5,5,2,0,0,0,0
35,2528,2,1,5,5,1,0,0,1,1
34,3113,4,4,3,3,4,1,0,1,1
52,3001,5,5,4,4,4,0,0,1,1
48,247,0,4,2,4,4,0,0,0,0
37,1047,4,2,2,5,5,1,1,1,1
8,404,3,2,2,3,1,0,0,0,0
13,1276,3,5,5,3,4,0,0,0,0
54,748,2,1,1,3,3,0,1,1,0
49,925,3,4,3,3,1,1,0,1,0
48,2521,3,4,5,5,4,0,0,1,1
55,2562,5,5,5,5,5,1,0,1,1
24,359,3,1,1,4,4,1,0,1,0
37,304,4,3,3,5,5,1,0,0,1
65,305,1,1,2,2,3,1,0,0,0
23,679,1,5,5,4,5,1,0,1,1
45,491,3,2,2,4,3,1,1,1,0
45,2353,3,5,4,4,4,0,0,1,1
49,163,3,4,4,5,3,0,0,1,1
10,764,3,2,2,5,1,1,0,0,0
28,978,3,5,5,4,1,0,0,1,1
25,1020,3,2,2,5,4,1,1,1,0
60,1192,2,4,3,5,3,0,0,0,0
58,417,3,5,4,4,4,0,0,1,1
48,483,5,4,5,5,4,0,0,1,1
53,2762,4,4,3,4,4,1,0,0,0
60,334,1,3,3,3,4,1,0,1,0
46,3673,1,5,2,2,5,1,0,1,1
40,3711,1,3,3,3,1,1,0,1,0
19,331,2,3,3,3,3,1,0,0,0
27,2475,2,1,3,1,1,1,1,1,0
52,177,2,4,5,5,5,1,0,0,0
47,363,2,2,2,4,3,0,0,0,0
69,251,0,1,1,4,1,0,0,0,0
7,966,1,2,2,4,3,0,0,0,0
39,480,2,1,5,3,1,1,0,0,0
41,1189,4,4,4,3,4,1,0,0,1
20,1084,2,5,5,4,3,1,0,0,0
42,930,4,4,3,3,3,1,0,0,0
42,189,5,5,3,3,2,1,0,1,1
15,545,2,3,3,4,1,1,1,1,0
50,3139,1,5,2,2,5,1,0,1,1
46,1765,1,5,4,4,3,1,0,1,1
20,122,1,3,3,3,4,1,1,1,0
46,285,5,2,2,5,5,0,0,0,1
27,502,3,5,5,4,3,0,1,1,0
8,1542,3,5,5,3,3,0,0,0,0
35,448,2,3,3,3,2,0,0,1,0
31,1023,2,2,2,3,2,0,0,0,0
49,3847,3,5,4,4,5,0,0,1,1
41,1065,3,5,5,5,5,1,0,0,0
50,2045,4,4,4,4,4,0,0,1,1
56,166,4,4,2,2,2,1,0,1,0
39,2537,1,3,2,1,2,1,0,1,0
26,643,3,4,4,3,1,1,1,1,0
59,67,3,2,2,4,1,1,1,1,0
16,725,3,5,5,4,3,1,0,0,0
22,225,5,5,5,2,2,1,1,1,1
68,919,1,4,4,1,4,1,0,0,0
23,1476,5,5,5,3,3,0,0,1,1
31,733,1,5,3,5,5,0,0,1,1
51,2556,2,1,1,4,1,1,0,1,0
55,151,3,4,2,5,3,1,0,0,0
13,1237,3,1,1,2,2,0,0,0,0
39,164,2,1,1,4,4,0,1,1,0
45,3036,5,4,4,5,5,0,0,1,1
40,2123,0,4,4,4,5,1,0,1,1
26,429,3,5,5,3,3,1,1,1,0
62,231,2,5,5,4,4,0,0,0,0
31,304,3,3,3,5,5,1,0,0,0
62,297,1,4,4,3,3,0,0,1,1
46,562,4,4,2,2,3,1,0,1,1
22,273,3,4,4,3,1,0,1,1,0
53,2871,4,3,2,2,4,1,0,1,0
55,525,1,3,3,4,3,0,1,1,0
43,315,3,4,4,3,2,0,0,1,1
58,2475,3,4,4,4,3,1,0,1,1
54,1986,4,5,5,5,3,1,0,1,1
11,1979,3,3,2,3,1,1,0,1,0
40,406,2,1,1,3,2,1,1,1,0
52,1578,2,3,1,1,2,0,0,1,0
59,731,3,4,4,1,3,1,0,0,0
11,735,1,5,5,4,5,0,0,0,0
70,715,3,3,1,1,2,1,0,0,0
53,1773,1,4,5,5,5,1,0,1,1
18,500,5,1,1,4,2,0,0,0,1
7,950,3,2,2,4,3,1,0,0,0
66,2237,0,2,4,4,5,1,0,1,1
34,3827,1,3,1,1,2,1,0,1,0
45,395,1,5,5,4,4,0,0,0,0
38,936,5,5,5,4,5,0,1,1,1
26,794,1,4,4,2,1,1,1,1,0
68,240,3,5,2,2,3,1,0,0,0
26,780,3,2,2,1,4,0,0,1,1
47,2614,3,4,1,1,2,1,0,1,0
